Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,Market Cap(Cr),Enterprise Value(Cr)
Man Industries (India) Ltd.,513269,MANINDS,INE993A01026,Metals & Mining,Steel Tubes & Pipes,2022-06-16,73.8,-4.16,69.5,147.15,449.27,643.86
Man InfraConstruction Ltd.,533169,MANINFRA,INE949H01023,Construction,Construction,2022-06-16,76.25,-8.68,36.2,134.45,"2,869.77","3,353.02"
Manipal Finance Corporation Ltd.,507938,,INE798E01013,Financial,Hire Purchase,2022-03-23,8.58,-4.98,5.23,9.88,7.19,7.84
Manjeera Constructions Ltd.,533078,MANJEERA,INE320D01018,Construction,Construction,2022-06-15,20,-4.76,20,41.65,25.02,394.94
Manomay Tex India Ltd.,540396,,INE784W01015,Textiles,Textile Processing,2022-06-16,58,1.75,29.95,87,85.16,172.63
Manorama Industries Ltd.,541974,,INE00VM01010,Consumer Staples,Food Processing,2022-06-16,"1,014.00",-3.13,939,"1,950.00","1,214.87","1,315.66"
Manor Estates & Industries Ltd.,526115,,INE327D01013,Textiles,Misc.Textiles,2022-06-16,3.24,-4.99,2.13,5.49,2.67,3.44
Manraj Housing Finance Ltd.,530537,,INE948I01015,Financial,Housing Finance,2022-06-15,20.9,2.2,8.18,20.9,10.45,29.84
Mansi Finance (Chennai) Ltd.,511758,,INE094E01017,Financial,Misc. Fin.services,2022-06-16,28.2,4.83,19.25,35.85,9.97,40.14
Manugraph India Ltd.,505324,MANUGRAPH,INE867A01022,Capital Goods,Industrial Machinery,2022-06-16,13.25,-5.02,10.65,23.2,42.89,47.99
Maral Overseas Ltd.,521018,MARALOVER,INE882A01013,Textiles,Cotton & Blended Yarn,2022-06-16,64.3,-9.63,42.15,138.2,271.46,487.88
Marathon Nextgen Realty Ltd.,503101,MARATHON,INE182D01020,Construction,Real Estate,2022-06-16,187.7,8.18,63.05,202.8,950.05,"1,540.21"
Marble City India Ltd.,531281,,INE807H01023,Materials,Granite & Stones,2022-06-16,13.29,2.86,4.52,18.85,15.41,60.06
Marg Ltd.,530543,MARG,INE941E01019,Construction,Construction,2021-12-06,3.61,-5,3.61,8.52,18.35,"2,072.61"
Margo Finance Ltd,500206,,INE680B01019,Financial,Equipment Leasing,2022-06-16,24.65,-9.21,9.17,39.3,11.56,12.16
Marg Techno Projects Ltd.,540254,,INE245H01018,Financial,Misc. Fin.services,2022-06-16,11.92,-4.94,4.93,18.1,7.15,36.37
Marico Ltd.,531642,MARICO,INE196A01026,Consumer Staples,Vegetable oils,2022-06-16,484.8,-1.82,455.65,607.7,"62,306.14","62,539.68"
Marine Electricals (India) Ltd.,,MARINE,INE01JE01028,Capital Goods,Electrical Machinery,2022-06-16,26.3,-5.4,,,327.52,381.86
Maris Spinners Ltd.,531503,,INE866D01010,Textiles,Cotton & Blended Yarn,2022-06-16,62.2,-4.97,40.85,169.9,49.29,95.28
Market Creators Ltd.,526891,,INE944C01017,Financial,Misc. Fin.services,2022-06-16,8.41,-11.47,3.78,17.43,9.61,1.4
Markolines Traffic Controls Ltd.,543364,,INE0FW001016,Construction,Infrastructure,2022-06-16,94,-7.02,50,133.95,184.1,228.38
Marksans Pharma Ltd.,524404,MARKSANS,INE750C01026,Healthcare,Drugs & Pharma,2022-06-16,42.95,-4.66,42,93.85,"1,796.89","1,650.41"
Marshall Machines Ltd.,,MARSHALL,INE00SZ01018,Capital Goods,Industrial Machinery,2022-06-16,27.85,-6.39,,,41.54,79.97
Marson'S Ltd.,517467,,INE415B01044,Capital Goods,Transformers,2022-06-16,8.94,-4.99,8.27,16.25,111.75,140.37
Martin Burn Ltd.,523566,,INE199D01016,Construction,Real Estate,2022-06-16,32.25,-12.72,23.3,68.95,18.55,26.36
Maruti Infrastructure Ltd.,531540,,INE392G01010,Construction,Infrastructure,2022-06-16,56,-0.97,25.05,68,71.69,76.46
Maruti Interior Products Ltd.,543464,,INE0JSJ01014,Services,Misc.Other Services,2022-06-16,68.5,0.66,53.5,84.55,51.72,53.11
Maruti Securities Ltd.,531319,,INE368C01019,Financial,Misc. Fin.services,2022-06-16,4.75,2.15,1.47,7.14,2.38,37.19
Maruti Suzuki India Ltd.,532500,MARUTI,INE585B01010,Automobile,Cars & Multi Utility Vehicles,2022-06-16,"7,833.60",-0.25,"6,536.55","9,050.00","2,37,016.55","2,26,247.42"
Marvel Decor Ltd.,,MDL,INE575Z01010,Materials,Ceramic tiles,2022-04-29,32,0,,,54.53,64.33
MAS Financial Services Ltd.,540749,MASFIN,INE348L01012,Financial,Hire Purchase,2022-06-16,505.8,-4.04,460.3,908,"2,776.83","5,177.46"
Mask Investments Ltd.,,MASKINVEST,INE885F01015,Financial,Investment Services,2022-06-16,36.2,4.47,,,11.05,11.12
Mastek Ltd.,523704,MASTEK,INE759A01021,Technology,Software,2022-06-16,"2,001.65",-6.71,"1,981.05","3,669.00","6,039.55","5,897.62"
Master Chemicals Ltd.,506867,,INE523D01017,Textiles,Cloth,2021-12-27,29.6,4.16,29.6,29.6,0.73,0.7
Master Trust Ltd.,511768,,INE677D01029,Financial,Misc. Fin.services,2022-06-16,115.3,-4.95,58.35,242,250.81,-217.34
Mathew Easow Research Securities Ltd.,511688,,INE963B01019,Financial,Hire Purchase,2022-06-16,6.99,4.95,6.18,8.8,4.65,35.53
Matrimony.Com Ltd.,540704,MATRIMONY,INE866R01028,Services,Business Services,2022-06-16,786.8,0.42,645.35,"1,219.00","1,796.87","1,511.63"
Mauria Udyog Ltd.,539219,,INE150D01027,Metals & Mining,Metal Tanks & Fabrications,2022-06-16,3.6,4.96,1.5,5.25,45.15,272.98
Mawana Sugars Ltd.,523371,MAWANASUG,INE636A01039,Consumer Staples,Sugar,2022-06-16,98.65,-4.96,57,179.7,386.47,583.63
Max Alert Systems Ltd.,534563,,INE253N01010,Capital Goods,Industrial Machinery,2022-06-03,3.5,4.48,2.53,7.93,3.22,4.85
Max Financial Services Ltd.,500271,MFSL,INE180A01020,Financial,Misc. Fin.services,2022-06-16,797.75,-2.97,696.5,"1,148.05","27,559.14","-64,117.16"
Maxgrow India Ltd.,521167,,INE485D01035,Services,Business Services,2021-06-28,1.22,-4.69,0.61,2.65,2.6,2.57
Max Healthcare Institute Ltd.,543220,MAXHEALTH,INE027H01010,Healthcare,Health Services,2022-06-16,351.5,-0.35,236,472.6,"34,325.06","34,466.44"
Maxheights Infrastructure Ltd,534338,,INE393F01010,Construction,Real Estate,2022-06-16,13.5,0,11.75,19.8,21.07,97.46
Maximaa Systems Ltd.,526538,,INE161B01036,Services,Trading,2021-12-13,0.84,5,0.76,2.3,4.87,25.64
Maximus International Ltd.,540401,,INE544W01013,Services,Trading,2022-06-16,127.5,-3.52,85,142.9,157.15,171.52
Max India Ltd.,543223,MAXIND,INE0CG601016,Healthcare,Health Services,2022-06-16,68.2,-2.78,66.95,84.55,367.9,162.8
Max Ventures And Industries Ltd.,539940,MAXVIL,INE154U01015,Materials,Packaging & Containers,2022-06-16,92.1,-0.32,67.4,157.95,"1,361.46","1,790.73"
Mayukh Dealtrade Ltd.,539519,,INE280E01020,Services,Trading,2022-06-16,9.32,-6.71,8.9,54.9,5.7,6.27
Mayur Floorings Ltd.,531221,,INE262W01012,Materials,Granite & Stones,2022-06-15,2.83,4.81,2.58,9.35,1.44,2.75
Mayur Leather Products Ltd.,531680,,INE799E01011,Consumer Discretionary,Footwear,2022-06-16,6.2,-4.76,6.18,10.6,3.09,9.82
Mayur Uniquoters Ltd.,522249,MAYURUNIQ,INE040D01038,Textiles,Misc.Textiles,2022-06-16,352.45,-3.54,319.2,635,"1,547.35","1,476.70"
Mazagon Dock Shipbuilders Ltd.,543237,MAZDOCK,INE249Z01012,Capital Goods,Ship Building,2022-06-16,245.55,-3.14,221.1,342.4,"4,981.74","-2,915.07"
Mazda Ltd.,523792,MAZDA,INE885E01034,Capital Goods,Industrial Machinery,2022-06-16,529.8,-2.22,451.65,745.95,212.85,175.94
MBL Infrastructure Ltd,533152,MBLINFRA,INE912H01013,Construction,Infrastructure,2022-06-16,18.9,-1.82,16.3,43.85,195.89,"1,442.92"
Mcdowell Holdings Ltd.,532852,MCDHOLDING,INE836H01014,Financial,Misc. Fin.services,2022-06-13,56,-4.92,37.25,193.2,78.43,92.66
Mcleod Russel (India) Ltd.,532654,MCLEODRUSS,INE942G01012,Consumer Staples,Tea & Coffee,2022-06-16,18.65,-4.11,18.05,41,194.29,"2,357.68"
Mcnally Bharat Engineering Company Ltd.,532629,MBECL,INE748A01016,Construction,Construction,2022-06-16,3.75,-1.32,3.5,13.13,77.22,"2,400.30"
Media Matrix Worldwide Ltd.,512267,MMWL,INE200D01020,Services,Media & Entertainment,2022-06-16,8.95,-4.99,5.36,20.13,"1,029.66","1,067.93"
Mediaone Global Entertainment Ltd.,503685,,INE828I01019,Financial,Misc. Fin.services,2022-06-16,9.69,-5,8.19,16.12,15.01,44.09
Medicamen Biotech Ltd.,531146,MEDICAMEQ,INE646B01010,Healthcare,Drugs & Pharma,2022-06-16,609.85,-3.42,539.55,"1,023.25",746.56,787.87
Medi-Caps Ltd.,523144,MEDICAPS,INE442D01010,Healthcare,Drugs & Pharma,2022-06-16,45.8,-4.88,38.25,91.15,57.74,26.94
Medico Intercontinental Ltd.,539938,,INE858Q01019,Financial,Investment Services,2022-06-16,27,-4.26,24.8,64.25,8.85,17.96
Medico Remedies Ltd.,540937,,INE630Y01016,Healthcare,Drugs & Pharma,2022-06-16,96.55,-0.82,31.25,149.35,160.41,172.74
Medinova Diagnostic Services Ltd.,526301,,INE047C01019,Healthcare,Diagnostics Services,2022-06-16,25.95,-3.53,23.95,62.6,26.4,30.61
Medplus Health Services Ltd.,543427,MEDPLUS,INE804L01022,Healthcare,Health Services,2022-06-16,738,-0.72,708,"1,343.00","8,746.90","8,872.67"
Meenakshi Enterprises Ltd.,538834,,INE242Q01016,Financial,Investment Services,2022-06-16,12.99,-2.7,3.98,23.2,16.11,17.14
Meera Industries Ltd.,540519,,INE343X01018,Capital Goods,Textile Machinery,2022-06-16,82.85,-1.37,58,133,87.67,86.21
Mefcom Capital Markets Ltd.,531176,,INE186C01015,Financial,Hire Purchase,2022-06-16,32.75,0.92,7,58.3,31.72,31.77
Mega Corporation Ltd.,531417,,INE804B01023,Financial,Equipment Leasing,2022-06-16,2.65,0,1.1,5.41,26.7,44.92
Mega Nirman & Industries Ltd.,539767,,INE216Q01010,Construction,Real Estate,2022-06-16,13.8,-4.83,8.22,21.15,4.62,4.81
Megasoft Ltd.,532408,MEGASOFT,INE933B01012,Technology,Software,2022-06-16,40.2,-2.19,12.15,87.75,291.76,330.07
Megastar Foods Ltd.,541352,MEGASTAR,INE00EM01016,Consumer Staples,Food Processing,2022-06-16,159.65,-5.81,103.3,206.45,160.56,219.6
Meghmani Finechem Ltd.,543332,MFL,INE071N01016,Chemicals,Caustic Soda,2022-06-16,"1,248.15",-3.65,387.1,"1,576.95","5,172.99","6,345.23"
Meghmani Organics Ltd.,543331,MOL,INE0CT101020,Chemicals,Pesticides,2022-06-16,115.7,-5.4,81.1,152.5,"2,948.77","3,588.42"
Meglon Infra-Real (India) Ltd.,511367,,INE218B01018,Financial,Hire Purchase,2022-06-13,3.23,-4.72,3.23,9.37,1.62,1.59
Megri Soft Ltd.,539012,,INE756R01013,Technology,Software,2022-06-16,92,4.96,30.85,282.55,28.89,22.89
Mehai Technology Ltd.,540730,,INE062Y01012,Capital Goods,Electronic Equipment,2022-06-16,36.15,-4.74,32,64,40.7,40.66
Mehta Housing Finance Ltd.,511740,,INE239B01014,Financial,Housing Finance,2022-06-16,155.7,-4.97,20.45,317.9,47.99,50.5
Mehta Integrated Finance Ltd.,511377,,INE240B01012,Financial,Equipment Leasing,2022-06-16,14.41,-4.95,5.86,17.54,7.21,9.2
Mehta Securities Ltd.,511738,,INE241B01010,Financial,Equipment Leasing,2022-06-16,32,-4.9,13.07,33.8,9.89,6.54
Melstar Information Technologies Ltd.,532307,MELSTAR,INE817A01019,Technology,Software,2022-06-16,4,0,2.25,6.85,5.16,7.1
Mena Mani Industries Ltd.,531127,,INE148B01025,Financial,Hire Purchase,2022-06-16,11.06,-4.98,10.65,25.45,11.1,25.18
Menon Bearings Ltd.,523828,MENONBE,INE071D01033,Automobile,Auto Ancillaries,2022-06-16,72.75,-3,65.65,113.1,411.33,443.97
Menon Pistons Ltd.,531727,,INE650G01029,Automobile,Auto Ancillaries,2022-06-16,40,-4.88,23.25,64.8,205.28,212.21
MEP Infrastructure Developers Ltd.,539126,MEP,INE776I01010,Construction,Infrastructure,2022-06-16,18.75,-4.82,17.5,32.15,344.88,"2,604.94"
Mercantile Ventures Ltd.,538942,,INE689O01013,Financial,Business Consultancy,2022-06-16,17.1,-2.01,13.05,32.3,193.06,172.38
Mercator Ltd.,526235,MERCATOR,INE934B01028,Services,Shipping,2022-06-16,1.5,-3.23,1.15,3.79,44.76,"1,580.50"
Mercury Laboratories Ltd.,538964,,INE947G01011,Healthcare,Drugs & Pharma,2022-06-16,485,-2.5,423,813,54,61.93
Mercury Metals Ltd.,531357,,INE763M01028,Services,Trading,2022-04-25,2.61,0,1.65,2.61,1.81,0.74
Mesco Pharmaceuticals Ltd.,500274,MESCOPHARM,INE839X01015,Healthcare,Drugs & Pharma,2022-01-10,4.54,4.85,3.61,7.61,9.23,20.41
Metal Coatings (India) Ltd.,531810,,INE161E01014,Metals & Mining,Stainless Steel,2022-06-16,72.3,0.14,29,77.9,52.53,56.77
Metalyst Forgings Ltd.,513335,METALFORGE,INE425A01011,Metals & Mining,Castings & Forgings,2022-06-16,4.5,-2.17,4.2,9.11,20.03,"3,410.22"
Metro Brands Ltd.,543426,METROBRAND,INE317I01021,Consumer Discretionary,Footwear,2022-06-16,549.65,-1.32,426,673,"14,957.34","14,678.02"
Metroglobal Ltd.,500159,GLOBABOARD,INE085D01033,Chemicals,Dyes & Pigments,2022-06-16,78,-1.33,65,122.7,95.59,66.29
Metropolis Healthcare Ltd.,542650,METROPOLIS,INE112L01020,Healthcare,Diagnostics Services,2022-06-16,"1,415.70",-2.92,"1,406.00","3,579.90","7,273.47","7,021.48"
Mewar Hi-Tech Engineering Ltd.,540150,,INE957U01011,Capital Goods,Industrial Machinery,2022-05-26,50,2.04,23.2,50,19.52,42.59
Mewat Zinc Ltd.,513496,,INE235U01012,Metals & Mining,Non-Ferrous Metal,2022-06-06,20.65,0,13.44,20.65,8.26,8.41
Meyer Apparel Ltd.,531613,,INE100C01024,Textiles,Readymade Garments,2022-06-16,1.36,4.62,1.2,2.27,10.95,8.12
MFL India Ltd.,526622,,INE244C01020,Services,Trading,2022-06-16,1.15,-2.54,0.19,2.79,41.43,49.75
MFS Intercorp Ltd.,513721,,INE614F01019,Metals & Mining,Ferro Alloys,2022-06-16,15.45,-4.92,8.79,58.95,6.68,7.24
MIC Electronics Ltd.,532850,MICEL,INE287C01037,Capital Goods,Electronic Equipment,2022-06-16,15.4,-3.45,1.3,39.75,352.1,383.84
Midas Infra Trade Ltd.,531192,,INE290M01022,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-13,1.15,-3.36,0.96,1.85,14.03,27.72
Mideast Integrated Steels Ltd.,540744,MIDEASTSTL,INE170N01016,Metals & Mining,Pig Iron,2022-06-13,10.61,-4.93,8.71,19.75,146.29,636.21
Mid East Portfolio Management Ltd.,526251,,INE033E01015,Energy,Electricity Generation,2022-06-16,4.63,0,2.57,6.5,2.33,2.26
Mid India Inds. Ltd.,500277,MIDINDIA,INE401C01018,Textiles,Cotton & Blended Yarn,2022-06-16,25.35,1.2,2.89,46.45,42.87,40.62
Midwest Gold Ltd.,526570,,INE519N01014,Materials,Granite & Stones,2022-06-15,30.15,-4.59,11.84,31.6,9.86,27.57
Milestone Furniture Ltd.,541337,,INE424Z01011,Consumer Discretionary,Home Furnishings,2022-06-07,8.85,7.53,7.3,30,8.23,8.35
Milestone Global Ltd.,531338,,INE151H01018,Materials,Granite & Stones,2022-06-16,16.5,0,8.8,20.21,8.28,10.36
Milgrey Finance & Investments Ltd.,511018,,INE679T01013,Financial,Misc. Fin.services,2022-06-13,27.45,4.97,9,27.45,5.46,5.56
Milkfood Ltd.,507621,,INE588G01013,Consumer Staples,Dairy products,2022-06-16,371.95,-0.88,286,450.95,182.7,255.3
Milton Industries Ltd.,,MILTON,INE376Y01016,Materials,Wood,2022-06-10,16,2.56,,,27.19,38.04
Minaxi Textiles Ltd.,531456,,INE952C01028,Textiles,Cotton & Blended Yarn,2022-06-16,2.44,-4.31,0.82,5.21,12.06,36.31
Minda Corporation Ltd.,538962,MINDACORP,INE842C01021,Automobile,Auto Ancillaries,2022-06-16,181.95,-3.17,114.35,287,"4,379.94","4,473.71"
Minda Industries Ltd.,532539,MINDAIND,INE405E01023,Automobile,Auto Ancillaries,2022-06-16,879.1,-0.97,600.05,"1,260.00","25,000.43","26,140.46"
Mindpool Technologies Ltd.,,MINDPOOL,INE00RQ01019,Technology,Software,2022-06-14,26.9,4.87,,,11.4,24.07
Mindteck (India) Ltd.,517344,MINDTECK,INE110B01017,Technology,Software,2022-06-16,108.3,-4.54,64.25,300.2,281.84,233.32
Mindtree Ltd.,532819,MINDTREE,INE018I01017,Technology,Software,2022-06-16,"2,814.80",-3.91,"2,425.10","5,060.00","46,370.79","44,995.00"
Mini Diamonds (India) Ltd.,523373,,INE281E01010,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,19.83,4.92,4.18,35.85,6.84,12.3
Minolta Finance Ltd.,532164,,INE514C01018,Financial,Misc. Fin.services,2022-06-16,3.9,-4.41,1.1,5.95,3.9,4.45
Mipco Seamless Rings (Gujarat) Ltd.,505797,,INE860N01012,Metals & Mining,Finished Steel,2022-06-13,6.2,4.03,5.96,8.11,2.22,3.01
Mirc Electronics Ltd.,500279,MIRCELECTR,INE831A01028,Consumer Discretionary,Consumer Electronics,2022-06-16,12.5,-5.3,12.4,34.9,292.16,362.45
Mirch Technologies (India) Ltd.,505336,,INE098E01018,Services,Trading,2022-05-12,1.66,4.4,0.81,1.66,0.13,0.14
Mirza International Ltd.,526642,MIRZAINT,INE771A01026,Consumer Discretionary,Footwear,2022-06-16,239.4,-7.28,52.6,264.75,"2,871.10","3,231.36"
Mishka Exim Ltd.,539220,,INE540S01019,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-15,29.85,0,26.75,36.45,43.13,42.95
Mishra Dhatu Nigam Ltd.,541195,MIDHANI,INE099Z01011,Metals & Mining,Other Metal Products,2022-06-16,161.45,-1.88,157.6,218.65,"3,048.96","3,166.03"
Mishtann Foods Ltd.,539594,,INE094S01041,Consumer Staples,Other Agriculture Products,2022-06-16,9.95,-4.78,2.7,19.55,995,"1,098.84"
Misquita Engineering Ltd.,542801,,INE957W01025,Capital Goods,Industrial Machinery,2022-06-13,36.2,-7.18,22.15,49.3,9.75,10.26
Mitcon Consultancy and Engineering Services Ltd.,,MITCON,INE828O01033,Energy,Electricity Generation,2022-06-16,73.85,-2.31,,,99.32,150.83
Mitshi India Ltd.,523782,,INE844D01017,Services,Trading,2022-06-16,11.29,2.64,10.2,19.95,9.55,10.45
Mitsu Chem Plast Ltd.,540078,,INE317V01016,Materials,Other Plastic Products,2022-06-16,274.5,0.99,204.85,374.7,333.87,387.23
Mittal Life Style Ltd.,,MITTAL,INE997Y01019,Services,Trading,2022-06-16,10.3,0.98,,,15.01,21.57
Miven Machine Tools Ltd.,522036,,INE338P01014,Capital Goods,Machine Tools,2022-06-15,11.8,0,4.34,13.78,3.54,8.77
MK Exim India Ltd.,538890,,INE227F01010,Textiles,Textile Processing,2022-06-16,74.1,-5,11.8,165.8,199.41,205.87
MK Proteins Ltd.,,MKPL,INE964W01013,Consumer Staples,Edible Oil,2022-06-16,203,1.5,,,84.67,108.54
MM Forgings Ltd.,522241,MMFL,INE227C01017,Metals & Mining,Castings & Forgings,2022-06-16,825.9,-4.77,569,989,"2,002.12","2,535.87"
MMP Industries Ltd.,,MMP,INE511Y01018,Metals & Mining,Aluminium Prod.,2022-06-16,181.15,-4.33,,,457.5,505.45
MM Rubber Company Ltd.,509196,,INE159E01026,Materials,Rubber & Rubber Products,2022-06-16,55.5,-3.48,37,70,34.58,39.09
MMTC Ltd.,513377,MMTC,INE123F01029,Services,Trading,2022-06-16,35.05,-5.65,34,64.8,"5,280.00","7,736.70"
Modella Woollens Ltd.,503772,,INE380D01012,Textiles,Woollen Textiles,2022-06-16,90,0,11,301.75,8.19,59.83
Modern Dairies Ltd.,519287,,INE617B01011,Consumer Staples,Dairy products,2022-06-16,8.3,-0.36,7.12,18.86,19.78,183.18
Modern Engineering And Projects Ltd.,539762,,INE250S01015,Financial,Investment Services,2022-04-05,22.7,4.85,11.55,22.7,7.01,6.86
Modern Insulators Ltd.,515008,MODINSULAT,INE219W01012,Capital Goods,Electrical Machinery,2022-06-16,43.85,-4.98,43.35,82.65,207.43,225.84
Modern Shares & Stockbrokers Ltd.,509760,,INE370A01019,Financial,Brokerage Services,2022-06-14,20.5,-1.68,8,22.95,6.01,-0.62
Modern Steels Ltd.,513303,,INE001F01019,Metals & Mining,Finished Steel,2022-06-16,18.35,0,3.2,30.15,25.25,77.99
Modex International Securities Ltd.,537092,,INE072D01015,Financial,Brokerage Services,2021-12-13,3.33,4.72,2.98,4.08,4,-31.91
Modi Naturals Ltd.,519003,,INE537F01012,Capital Goods,Irrigation,2022-06-16,190.1,-0.99,95,300,241.04,262.8
Modipon Ltd.,503776,MODIPON,INE170C01019,Textiles,Synthetic Yarn,2022-06-16,39.65,-4.8,22.9,104.45,45.9,91.88
Modi Rubber Ltd.,500890,MODIRUBBER,INE832A01018,Automobile,Tyres & Tubes,2022-06-16,58.15,-2.6,56.75,116.7,146.24,69.21
Modison Metals Ltd.,506261,MODISNME,INE737D01021,Capital Goods,Switching Equipment,2022-06-16,55.7,-4.05,53.95,104.9,179.94,201.23
Modulex Construction Technologies Ltd.,504273,,INE064R01012,Construction,Construction,2022-06-16,11.95,-2.92,9.96,23.6,63.41,75.44
Mohini Health & Hygiene Ltd.,,MHHL,INE450S01011,Textiles,Cotton & Blended Yarn,2022-06-16,39,-1.64,,,71.12,113.85
Mohite Industries Ltd.,532140,,INE154B01015,Textiles,Cotton & Blended Yarn,2022-06-16,20.2,-4.94,12.72,30.45,44.62,138.69
Mohit Industries Ltd.,531453,MOHITIND,INE954E01012,Textiles,Textile Processing,2022-06-16,17.1,-5.52,10.3,26.55,24.07,75.65
Mohit Paper Mills Ltd.,530169,,INE388C01017,Consumer Staples,Paper,2022-06-16,16,0,7.36,32.9,21.28,59.23
Mohota Industries Ltd.,530047,MOHOTAIND,INE313D01013,Textiles,Textile Processing,2022-06-13,6,0.84,5.55,12.2,8.29,90.41
MOIL Ltd.,533286,MOIL,INE490G01020,Metals & Mining,Minerals,2022-06-16,145.65,-3.03,144.1,208,"2,996.32","1,145.17"
Moksh Ornaments Ltd.,,MOKSH,INE514Y01020,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,17.5,0.29,,,91.76,119.71
Mold-Tek Packaging Ltd.,533080,MOLDTKPAC,INE893J01029,Materials,Packaging & Containers,2022-06-16,700,-2.21,445.4,862.15,"2,301.40","2,468.47"
Mold-Tek Technologies Ltd.,526263,MOLDTECH,INE835B01035,Services,Misc.Other Services,2022-06-16,96.8,4.42,57.25,128,270.99,250.05
Monarch Networth Capital Ltd,511551,MONARCH,INE903D01011,Financial,Brokerage Services,2022-06-16,273.8,-2.82,136.25,365.45,841.44,566.49
Moneyboxx Finance Ltd.,538446,,INE296Q01012,Financial,Misc. Fin.services,2022-06-16,127.6,-1.09,60.45,146.3,292.57,344.51
Money Masters Leasing & Finance Ltd.,535910,,INE340O01013,Financial,Hire Purchase,2022-04-22,7.24,0,5.04,7.24,7.27,17.38
Monind Ltd.,532078,,INE407E01029,Diversified,Diversified,2022-06-15,10.45,0,7.91,20.69,3.85,105.19
Monotype India Ltd.,505343,,INE811D01024,Financial,Misc. Fin.services,2022-06-13,0.3,-3.23,0.19,0.36,21.09,73.44
Monte Carlo Fashions Ltd.,538836,MONTECARLO,INE950M01013,Textiles,Readymade Garments,2022-06-16,585.95,-3.64,299,729,"1,228.06","1,080.66"
Moongipa Capital Finance Ltd.,530167,,INE153K01018,Financial,Equipment Leasing,2022-06-16,16.95,0,7.3,32.35,4.95,5.04
Moongipa Securities Ltd.,539199,,INE618R01015,Financial,Misc. Fin.services,2022-06-16,81.45,4.96,2.65,106.75,40.81,38.86
Morarjee Textiles Ltd.,532621,MORARJEE,INE161G01027,Textiles,Textile Processing,2022-06-16,17.5,-1.13,14.55,33.8,66.12,575.05
Morarka Finance Ltd.,511549,,INE367A01015,Financial,Hire Purchase,2022-06-16,98,-1.36,48.05,123,44.77,44.54
Morepen Laboratories Ltd.,500288,MOREPENLAB,INE083A01026,Healthcare,Drugs & Pharma,2022-06-16,37,-2.37,36.45,75,"1,836.94","1,843.50"
Morganite Crucible India Ltd.,523160,,INE599F01020,Capital Goods,Refractories,2022-06-16,935,-1.84,785,"1,213.00",524.72,496.39
Morgan Ventures Ltd.,526237,,INE902C01015,Financial,Hire Purchase,2022-06-16,22.9,2.92,10.7,44.25,21.18,58.39
Moschip Technologies Ltd.,532407,,INE935B01025,Capital Goods,Electronic Components,2022-06-16,49.95,-4.95,31.5,101.45,799.68,898.4
Motherson Sumi Systems Ltd.,517334,MOTHERSUMI,INE775A01035,Automobile,Auto Ancillaries,2022-06-16,117.25,-3.02,112.5,257.8,"53,127.14","59,373.76"
Motherson Sumi Wiring India Ltd.,543498,MSUMI,INE0FS801015,Automobile,Auto Ancillaries,2022-06-16,62.45,-0.16,56,76,"19,610.77","19,674.26"
Motilal Oswal Financial Services Ltd,532892,MOTILALOFS,INE338I01027,Financial,Misc. Fin.services,2022-06-16,748.15,-4.88,725.15,"1,188.00","11,148.42","13,750.03"
Motor & General Finance Ltd.,501343,MOTOGENFIN,INE861B01023,Financial,Hire Purchase,2022-06-16,28,-1.06,20.65,39.2,108.24,116.11
Mount Housing & Infrastructure Ltd.,542864,,INE444X01014,Construction,Real Estate,2022-06-13,36.85,0,35.1,36.85,11.16,21.94
Mount Shivalik Industries Ltd.,507522,,INE410C01019,Consumer Staples,Beer,2021-10-14,6.33,-4.95,2.23,9.49,3.83,35.97
MP Agro Industries Ltd.,506543,MPAGROFERT,INE468C01017,Chemicals,Other Fertilisers,2022-06-16,8.25,0,3,19.23,4.79,4.25
MPDL Ltd.,532723,,INE493H01014,Construction,Construction,2022-06-16,13.25,-7.99,7.59,25.45,10.6,30.46
MPF Systems Ltd.,532470,,INE095E01022,Capital Goods,Industrial Machinery,2022-06-15,7.11,4.87,5.51,8.78,0.12,1.02
Mphasis Ltd.,526299,MPHASIS,INE356A01018,Technology,Software,2022-06-16,"2,308.85",-1.28,"1,974.00","3,659.75","43,561.38","42,140.42"
MPIL Corporation Ltd.,500450,MATHPLATT,INE844C01027,Capital Goods,Industrial Machinery,2022-06-14,208,-0.95,158.95,277.95,11.89,10.72
MPL Plastics Ltd.,526143,MILTONPLAS,INE343A01016,Materials,Packaging & Containers,2022-06-16,11.6,-5,4.25,16.07,14.5,197.19
MPS Ltd.,532440,MPSLTD,INE943D01017,Consumer Staples,Books & Newspapers,2022-06-16,699.9,-3.46,515,807.75,"1,187.14","1,102.69"
MRC Exim Ltd,540809,,INE333Y01017,Services,Trading,2022-06-16,76,4.83,4.27,76.1,79.2,75.6
MRF Ltd.,500290,MRF,INE883A01011,Automobile,Tyres & Tubes,2022-06-16,"67,176.60",-1.85,"63,000.00","87,579.85","28,542.89","26,107.96"
